Sales =
| sale_id | product_id | year | quantity | price |
| 1160    | 7          | 1958 | 45       | 548   |
| 1161    | 52         | 1989 | 30       | 3093  |
| 1162    | 59         | 1926 | 82       | 2080  |
| 1163    | 13         | 1949 | 46       | 4534  |
| 1164    | 27         | 1806 | 16       | 8288  |
| 1165    | 50         | 2164 | 53       | 5082  |
| 1166    | 74         | 1949 | 35       | 9394  |
| 1167    | 19         | 1946 | 50       | 1867  |
| 1168    | 28         | 2097 | 37       | 2366  |
| 1169    | 30         | 2140 | 78       | 4764  |
| 1170    | 28         | 2167 | 26       | 6049  |
| 1171    | 44         | 2172 | 30       | 3444  |
| 1172    | 12         | 2059 | 35       | 5121  |
| 1173    | 69         | 2126 | 17       | 2843  |
| 1174    | 49         | 2020 | 53       | 4684  |
| 1175    | 12         | 2022 | 9        | 4576  |
| 1176    | 67         | 2001 | 4        | 1166  |
| 1177    | 38         | 1863 | 1        | 2852  |
| 1178    | 9          | 1936 | 49       | 2359  |
| 1179    | 70         | 2030 | 9        | 2969  |
| 1180    | 5          | 1850 | 60       | 299   |
| 1181    | 59         | 1907 | 31       | 4341  |
| 1182    | 54         | 1843 | 81       | 2933  |
| 1183    | 3          | 2000 | 55       | 8644  |
| 1184    | 11         | 1983 | 64       | 3479  |
| 1185    | 40         | 2148 | 81       | 5716  |
| 1186    | 48         | 1873 | 47       | 1231  |
| 1187    | 43         | 2018 | 50       | 5362  |
| 1188    | 61         | 2168 | 98       | 1325  |
| 1189    | 41         | 2127 | 32       | 9794  |
| 1190    | 27         | 1879 | 72       | 9339  |
| 1191    | 18         | 2148 | 43       | 2737  |
| 1192    | 49         | 1984 | 72       | 7022  |
| 1193    | 6          | 1872 | 7        | 7436  |
| 1194    | 13         | 2166 | 85       | 6727  |
| 1195    | 43         | 2053 | 98       | 6110  |
| 1196    | 67         | 2032 | 95       | 6257  |
| 1197    | 67         | 1936 | 77       | 2736  |
| 1198    | 26         | 2109 | 67       | 5788  |
| 1199    | 74         | 1857 | 16       | 2873  |
| 1200    | 19         | 1817 | 44       | 8924  |
| 1201    | 32         | 1945 | 95       | 6670  |
| 1202    | 4          | 2083 | 8        | 9950  |
| 1203    | 35         | 2166 | 45       | 3367  |
| 1204    | 51         | 1926 | 42       | 9982  |
| 1205    | 32         | 1973 | 85       | 638   |
| 1206    | 39         | 1959 | 23       | 5279  |
| 1207    | 29         | 2147 | 1        | 2303  |
| 1208    | 39         | 1890 | 18       | 4971  |
| 1209    | 75         | 1859 | 10       | 1218  |
| 1210    | 42         | 2025 | 67       | 9625  |
| 1211    | 39         | 1965 | 9        | 7650  |
| 1212    | 21         | 2074 | 36       | 1980  |
| 1213    | 19         | 2153 | 93       | 8946  |
| 1214    | 71         | 1851 | 90       | 4472  |
| 1215    | 2          | 1901 | 69       | 5913  |
| 1216    | 25         | 1938 | 49       | 994   |
| 1217    | 7          | 2171 | 21       | 6953  |
| 1218    | 15         | 1948 | 56       | 3508  |
| 1219    | 3          | 2073 | 87       | 3031  |
| 1220    | 47         | 1897 | 8        | 6111  |
| 1221    | 70         | 1947 | 91       | 5576  |
| 1222    | 19         | 2079 | 99       | 4826  |
| 1223    | 39         | 2007 | 75       | 5766  |
| 1224    | 35         | 1896 | 19       | 9207  |
| 1225    | 46         | 2195 | 42       | 5438  |
| 1226    | 5          | 2117 | 64       | 847   |
| 1227    | 58         | 2117 | 91       | 3432  |
| 1228    | 64         | 2089 | 25       | 1181  |
| 1229    | 38         | 1861 | 78       | 3688  |
| 1230    | 20         | 1809 | 66       | 1549  |
| 1231    | 39         | 1806 | 32       | 8377  |
| 1232    | 40         | 1905 | 90       | 4265  |
| 1233    | 31         | 1801 | 2        | 4150  |
| 1234    | 28         | 2197 | 89       | 9858  |
| 1235    | 67         | 2165 | 99       | 3376  |
| 1236    | 34         | 2134 | 2        | 3476  |
| 1237    | 69         | 1802 | 42       | 9349  |
| 1238    | 4          | 2062 | 100      | 6499  |
| 1239    | 62         | 1911 | 34       | 3099  |
| 1240    | 50         | 1808 | 26       | 4078  |
| 1241    | 68         | 2195 | 52       | 3210  |
| 1242    | 56         | 2089 | 57       | 9687  |
| 1243    | 69         | 1976 | 29       | 7740  |
| 1244    | 38         | 1891 | 52       | 3702  |
| 1245    | 22         | 2007 | 25       | 9046  |
| 1246    | 23         | 2168 | 7        | 8252  |
| 1247    | 62         | 1801 | 53       | 6127  |
| 1248    | 44         | 2108 | 81       | 4981  |
| 1249    | 77         | 1854 | 6        | 5524  |
| 1250    | 74         | 2128 | 32       | 8334  |
| 1251    | 26         | 1993 | 23       | 4573  |
| 1252    | 27         | 1844 | 86       | 1256  |
| 1253    | 56         | 2140 | 73       | 3649  |
| 1254    | 52         | 2198 | 64       | 8750  |
| 1255    | 57         | 1811 | 92       | 4956  |
| 1256    | 44         | 2120 | 55       | 4011  |
| 1257    | 66         | 2146 | 26       | 5540  |
| 1258    | 21         | 2167 | 29       | 3361  |
| 1259    | 4          | 2178 | 72       | 4989  |
| 1260    | 37         | 1871 | 7        | 4996  |
| 1261    | 34         | 1950 | 58       | 3462  |
| 1262    | 31         | 1959 | 63       | 5744  |
| 1263    | 51         | 2194 | 4        | 3331  |
| 1264    | 73         | 1804 | 90       | 8534  |
| 1265    | 14         | 2099 | 69       | 5686  |
| 1266    | 62         | 2183 | 70       | 4779  |
| 1267    | 41         | 2147 | 43       | 9002  |
| 1268    | 38         | 1980 | 62       | 5989  |
| 1269    | 14         | 1981 | 51       | 7145  |
| 1270    | 16         | 1905 | 21       | 9743  |
| 1271    | 37         | 2046 | 11       | 936   |
| 1272    | 61         | 2083 | 13       | 3643  |
| 1273    | 14         | 1864 | 1        | 4509  |
| 1274    | 64         | 2104 | 27       | 711   |
| 1275    | 60         | 1897 | 52       | 8734  |
| 1276    | 34         | 1835 | 23       | 7375  |
| 1277    | 72         | 1854 | 99       | 947   |
| 1278    | 24         | 2181 | 45       | 5197  |
| 1279    | 66         | 1841 | 81       | 2745  |
| 1280    | 65         | 1964 | 94       | 2821  |
| 1281    | 27         | 2105 | 37       | 9050  |
| 1282    | 12         | 2141 | 21       | 6194  |
| 1283    | 59         | 1844 | 64       | 4137  |
| 1284    | 26         | 2001 | 14       | 2853  |
| 1285    | 6          | 2115 | 16       | 2067  |
| 1286    | 76         | 2124 | 56       | 9213  |
| 1287    | 18         | 2071 | 60       | 6574  |
| 1288    | 60         | 2186 | 15       | 8471  |
| 1289    | 75         | 2178 | 56       | 3427  |
| 1290    | 16         | 2173 | 31       | 761   |
| 1291    | 8          | 1882 | 56       | 9520  |
| 1292    | 58         | 1810 | 99       | 6416  |
| 1293    | 9          | 1850 | 2        | 4660  |
| 1294    | 48         | 1992 | 20       | 9912  |
| 1295    | 64         | 2049 | 78       | 8152  |
| 1296    | 55         | 1802 | 53       | 8788  |
| 1297    | 56         | 1979 | 40       | 4966  |
| 1298    | 2          | 1919 | 52       | 6534  |
| 1299    | 68         | 2183 | 57       | 2859  |
| 1300    | 44         | 2071 | 61       | 4529  |
| 1301    | 60         | 2181 | 82       | 8771  |
| 1302    | 49         | 1984 | 32       | 3485  |
| 1303    | 76         | 2141 | 35       | 2363  |
| 1304    | 2          | 1822 | 9        | 8320  |
| 1305    | 1          | 2088 | 66       | 4838  |
| 1306    | 57         | 1981 | 7        | 6082  |
| 1307    | 47         | 2060 | 51       | 122   |
| 1308    | 35         | 2191 | 69       | 8377  |
| 1309    | 3          | 2151 | 68       | 8765  |
| 1310    | 22         | 1847 | 98       | 4733  |
| 1311    | 23         | 1939 | 17       | 8077  |
| 1312    | 51         | 1961 | 75       | 3801  |
| 1313    | 54         | 1905 | 73       | 2889  |
| 1314    | 21         | 2135 | 63       | 2653  |
| 1315    | 55         | 2081 | 93       | 9807  |
| 1316    | 46         | 2135 | 33       | 7216  |
| 1317    | 67         | 2063 | 85       | 8007  |
| 1318    | 39         | 2057 | 27       | 4308  |
| 1319    | 29         | 1803 | 25       | 3990  |
| 1320    | 59         | 1927 | 80       | 3064  |
| 1321    | 10         | 1873 | 53       | 4666  |
| 1322    | 38         | 1914 | 63       | 5656  |
| 1323    | 62         | 1904 | 67       | 3371  |
| 1324    | 5          | 2117 | 97       | 4912  |
| 1325    | 26         | 1809 | 30       | 8985  |
| 1326    | 65         | 2148 | 55       | 8705  |
| 1327    | 13         | 1810 | 76       | 3166  |
| 1328    | 47         | 2170 | 78       | 3975  |
| 1329    | 75         | 2190 | 11       | 5559  |
| 1330    | 37         | 1970 | 46       | 7373  |
| 1331    | 19         | 2153 | 93       | 955   |
| 1332    | 62         | 2082 | 42       | 3068  |
| 1333    | 26         | 2101 | 34       | 2236  |
| 1334    | 11         | 2023 | 94       | 2152  |
| 1335    | 64         | 1816 | 77       | 5682  |
| 1336    | 42         | 1843 | 81       | 6772  |
| 1337    | 14         | 2115 | 59       | 7033  |
| 1338    | 66         | 2037 | 62       | 8148  |
| 1339    | 9          | 1931 | 62       | 5568  |
| 1340    | 42         | 2172 | 34       | 8520  |
| 1341    | 61         | 1839 | 80       | 1572  |
| 1342    | 29         | 1958 | 92       | 915   |
| 1343    | 43         | 1957 | 48       | 9119  |
| 1344    | 36         | 1851 | 19       | 8494  |
| 1345    | 50         | 2004 | 76       | 2502  |
| 1346    | 25         | 1974 | 56       | 8273  |
| 1347    | 1          | 1862 | 95       | 9503  |
| 1348    | 39         | 2137 | 74       | 4669  |
| 1349    | 28         | 2080 | 98       | 188   |
| 1350    | 57         | 1852 | 99       | 4027  |
| 1351    | 29         | 2177 | 28       | 9056  |
| 1352    | 57         | 2148 | 40       | 4228  |
| 1353    | 41         | 2067 | 28       | 1491  |
| 1354    | 11         | 1850 | 65       | 206   |
| 1355    | 61         | 1874 | 78       | 3837  |
| 1356    | 57         | 2158 | 82       | 6821  |
| 1357    | 3          | 2093 | 49       | 3143  |
| 1358    | 22         | 2091 | 33       | 5316  |
| 1359    | 52         | 2139 | 16       | 3570  |
| 1360    | 11         | 1986 | 12       | 9458  |
| 1361    | 64         | 2049 | 35       | 8129  |
| 1362    | 45         | 1987 | 44       | 2323  |
| 1363    | 8          | 2060 | 78       | 921   |
| 1364    | 61         | 1862 | 42       | 1447  |
| 1365    | 32         | 2021 | 23       | 1363  |
| 1366    | 13         | 2161 | 32       | 8520  |
| 1367    | 64         | 1897 | 43       | 4803  |
| 1368    | 10         | 2132 | 41       | 7256  |
| 1369    | 21         | 2107 | 98       | 5350  |
| 1370    | 30         | 2146 | 93       | 6685  |
| 1371    | 53         | 1811 | 67       | 9013  |
| 1372    | 35         | 2022 | 22       | 6587  |
| 1373    | 30         | 1950 | 60       | 8213  |
| 1374    | 61         | 1925 | 37       | 7705  |
| 1375    | 54         | 2158 | 99       | 7429  |
| 1376    | 24         | 2166 | 58       | 8103  |
| 1377    | 20         | 1968 | 2        | 8964  |
| 1378    | 54         | 1838 | 79       | 656   |
| 1379    | 60         | 2094 | 99       | 7073  |
| 1380    | 11         | 1902 | 41       | 1971  |
| 1381    | 47         | 2152 | 69       | 404   |
| 1382    | 6          | 2138 | 10       | 6389  |
| 1383    | 26         | 1951 | 95       | 3999  |
| 1384    | 11         | 2049 | 4        | 1188  |
| 1385    | 36         | 2090 | 76       | 4861  |
| 1386    | 34         | 1869 | 27       | 8925  |
| 1387    | 75         | 1887 | 69       | 6390  |
| 1388    | 64         | 1921 | 85       | 199   |
| 1389    | 72         | 1934 | 93       | 8643  |
| 1390    | 40         | 2186 | 26       | 3659  |
| 1391    | 16         | 2152 | 41       | 9434  |
| 1392    | 40         | 2170 | 28       | 8072  |
| 1393    | 4          | 1880 | 69       | 1267  |
| 1394    | 43         | 2004 | 67       | 6541  |
| 1395    | 33         | 2039 | 45       | 2636  |
| 1396    | 45         | 2109 | 19       | 1630  |
| 1397    | 64         | 1974 | 92       | 2737  |
| 1398    | 38         | 2077 | 84       | 867   |
| 1399    | 57         | 2141 | 82       | 3419  |
| 1400    | 67         | 2033 | 59       | 1013  |
| 1401    | 54         | 2007 | 28       | 5298  |
| 1402    | 41         | 2117 | 27       | 2255  |
| 1403    | 31         | 1874 | 10       | 8130  |
| 1404    | 43         | 1860 | 98       | 9975  |
| 1405    | 38         | 2192 | 4        | 1298  |
| 1406    | 32         | 1956 | 18       | 346   |
| 1407    | 18         | 1870 | 42       | 8085  |
| 1408    | 27         | 1867 | 95       | 6555  |
| 1409    | 74         | 2084 | 80       | 897   |
| 1410    | 72         | 2138 | 47       | 6549  |
| 1411    | 3          | 1990 | 73       | 8392  |
| 1412    | 28         | 1863 | 34       | 6560  |
| 1413    | 22         | 2123 | 65       | 4198  |
| 1414    | 71         | 1913 | 93       | 2479  |
| 1415    | 62         | 2002 | 85       | 818   |
| 1416    | 9          | 1804 | 94       | 3374  |
| 1417    | 46         | 2105 | 15       | 6960  |
| 1418    | 52         | 1997 | 47       | 1869  |
| 1419    | 74         | 2032 | 39       | 3107  |
| 1420    | 12         | 1889 | 60       | 7712  |
| 1421    | 25         | 1825 | 87       | 7945  |
| 1422    | 4          | 2108 | 22       | 9885  |
| 1423    | 34         | 1928 | 53       | 7392  |
| 1424    | 9          | 1871 | 17       | 981   |
| 1425    | 1          | 2165 | 4        | 9671  |
| 1426    | 38         | 1996 | 41       | 8194  |
| 1427    | 77         | 2119 | 45       | 2297  |
| 1428    | 56         | 2099 | 19       | 8100  |
| 1429    | 7          | 2113 | 77       | 8923  |
| 1430    | 50         | 2000 | 15       | 7966  |
| 1431    | 15         | 1809 | 51       | 4389  |
| 1432    | 58         | 1882 | 40       | 610   |
| 1433    | 35         | 1843 | 50       | 361   |
| 1434    | 40         | 2111 | 95       | 3503  |
| 1435    | 3          | 1859 | 76       | 1208  |
| 1436    | 75         | 2008 | 32       | 3669  |
| 1437    | 19         | 1885 | 75       | 6349  |
| 1438    | 62         | 1801 | 8        | 3450  |
| 1439    | 33         | 1890 | 78       | 5545  |
| 1440    | 65         | 2040 | 97       | 7584  |
| 1441    | 66         | 1937 | 39       | 4296  |
| 1442    | 34         | 1948 | 22       | 5192  |
| 1443    | 6          | 2084 | 35       | 548   |
| 1444    | 70         | 2014 | 1        | 5908  |
| 1445    | 1          | 2117 | 61       | 4133  |
| 1446    | 54         | 2189 | 82       | 1678  |
| 1447    | 53         | 2191 | 92       | 3980  |
| 1448    | 28         | 2116 | 26       | 1133  |
| 1449    | 65         | 2030 | 2        | 9910  |
| 1450    | 51         | 2139 | 60       | 9465  |
| 1451    | 1          | 2105 | 11       | 3350  |
| 1452    | 27         | 2039 | 40       | 971   |
| 1453    | 16         | 2188 | 35       | 556   |
| 1454    | 23         | 2006 | 46       | 3307  |
| 1455    | 52         | 2022 | 12       | 2542  |
| 1456    | 6          | 1942 | 47       | 9789  |
| 1457    | 33         | 1960 | 11       | 8394  |
| 1458    | 57         | 2032 | 28       | 1375  |
| 1459    | 56         | 1961 | 39       | 3727  |
| 1460    | 26         | 1908 | 34       | 5395  |
| 1461    | 28         | 2087 | 72       | 5458  |
| 1462    | 42         | 2009 | 51       | 3967  |
| 1463    | 32         | 1899 | 89       | 2475  |
| 1464    | 50         | 2002 | 44       | 2684  |
| 1465    | 51         | 1992 | 24       | 7897  |
| 1466    | 68         | 1901 | 51       | 7363  |
| 1467    | 77         | 1829 | 73       | 7020  |
| 1468    | 54         | 1911 | 58       | 1949  |
| 1469    | 3          | 1936 | 25       | 6395  |
| 1470    | 12         | 1968 | 93       | 2817  |
| 1471    | 24         | 2157 | 28       | 2891  |
| 1472    | 54         | 1918 | 87       | 7296  |
| 1473    | 51         | 1883 | 93       | 1741  |
| 1474    | 52         | 1918 | 7        | 3446  |
| 1475    | 14         | 2150 | 62       | 3948  |
| 1476    | 29         | 2123 | 36       | 5553  |
| 1477    | 37         | 1900 | 57       | 3834  |
| 1478    | 4          | 1985 | 30       | 3053  |
| 1479    | 68         | 2001 | 3        | 3544  |
| 1480    | 62         | 2083 | 49       | 155   |
| 1481    | 30         | 2056 | 22       | 1778  |
| 1482    | 35         | 1971 | 38       | 9153  |
| 1483    | 29         | 2170 | 16       | 9046  |
| 1484    | 36         | 1906 | 81       | 9699  |
| 1485    | 27         | 2136 | 69       | 6448  |
| 1486    | 32         | 2063 | 5        | 976   |
| 1487    | 52         | 2069 | 77       | 6457  |
| 1488    | 72         | 2142 | 19       | 1944  |
| 1489    | 32         | 2014 | 74       | 3771  |
| 1490    | 47         | 1880 | 1        | 4254  |
| 1491    | 70         | 2184 | 60       | 6384  |
| 1492    | 37         | 1976 | 43       | 8071  |
| 1493    | 56         | 2178 | 46       | 6617  |
| 1494    | 36         | 1997 | 64       | 6976  |
| 1495    | 10         | 1915 | 15       | 4524  |
| 1496    | 70         | 2074 | 98       | 1422  |
| 1497    | 35         | 2014 | 57       | 3353  |
| 1498    | 54         | 1982 | 36       | 2664  |
| 1499    | 8          | 1902 | 1        | 6172  |
| 1500    | 66         | 1926 | 8        | 5429  |
| 1501    | 14         | 1871 | 58       | 2144  |
| 1502    | 24         | 1996 | 2        | 259   |
| 1503    | 16         | 2117 | 91       | 2086  |
| 1504    | 2          | 2131 | 6        | 9876  |
| 1505    | 25         | 1823 | 58       | 4994  |
| 1506    | 74         | 2035 | 86       | 174   |
| 1507    | 65         | 1856 | 37       | 2277  |
| 1508    | 61         | 1904 | 68       | 3950  |
| 1509    | 69         | 2033 | 63       | 4746  |
| 1510    | 9          | 1972 | 17       | 532   |
| 1511    | 29         | 2195 | 29       | 4398  |
| 1512    | 60         | 2084 | 90       | 7058  |
| 1513    | 29         | 1814 | 47       | 233   |
| 1514    | 1          | 1910 | 76       | 7541  |
| 1515    | 57         | 1831 | 62       | 8336  |
| 1516    | 64         | 2089 | 82       | 923   |
| 1517    | 18         | 1909 | 9        | 1762  |
| 1518    | 12         | 1925 | 29       | 4864  |
| 1519    | 24         | 1955 | 100      | 2443  |
| 1520    | 42         | 1852 | 45       | 7324  |
| 1521    | 19         | 1989 | 22       | 6688  |
| 1522    | 36         | 1909 | 33       | 5922  |
| 1523    | 12         | 2080 | 61       | 6934  |
| 1524    | 39         | 2083 | 74       | 3067  |
| 1525    | 59         | 2194 | 94       | 5702  |
| 1526    | 11         | 2007 | 100      | 5441  |
| 1527    | 3          | 2175 | 22       | 5699  |
| 1528    | 33         | 1913 | 63       | 1532  |
| 1529    | 48         | 2096 | 15       | 2628  |
| 1530    | 70         | 2191 | 35       | 5939  |
| 1531    | 41         | 1929 | 72       | 1509  |
| 1532    | 58         | 2084 | 59       | 4437  |
| 1533    | 16         | 1911 | 56       | 8007  |
| 1534    | 48         | 2150 | 57       | 8413  |
| 1535    | 41         | 1916 | 45       | 1806  |
| 1536    | 74         | 1853 | 68       | 7210  |
| 1537    | 64         | 1834 | 17       | 361   |
| 1538    | 40         | 2135 | 43       | 5689  |
| 1539    | 29         | 2149 | 96       | 6273  |
| 1540    | 9          | 1978 | 41       | 6970  |
| 1541    | 53         | 2112 | 82       | 6186  |
| 1542    | 28         | 2108 | 78       | 872   |
| 1543    | 4          | 2145 | 58       | 3716  |
| 1544    | 34         | 2089 | 6        | 7622  |
| 1545    | 12         | 1902 | 29       | 6678  |
| 1546    | 2          | 1860 | 24       | 5796  |
| 1547    | 13         | 2100 | 55       | 777   |
| 1548    | 5          | 2052 | 83       | 6678  |
| 1549    | 4          | 2043 | 24       | 1142  |
| 1550    | 49         | 2044 | 8        | 6044  |
| 1551    | 48         | 2057 | 46       | 8296  |
| 1552    | 32         | 1887 | 22       | 9228  |
| 1553    | 61         | 2139 | 62       | 5304  |
| 1554    | 14         | 1923 | 18       | 3461  |
| 1555    | 16         | 1817 | 87       | 703   |
| 1556    | 16         | 2054 | 10       | 2373  |
| 1557    | 64         | 2024 | 27       | 5174  |
| 1558    | 21         | 2085 | 30       | 2376  |
| 1559    | 47         | 2195 | 78       | 3585  |
| 1560    | 32         | 1942 | 55       | 9547  |
| 1561    | 39         | 1911 | 61       | 8535  |
| 1562    | 29         | 1847 | 12       | 1693  |
| 1563    | 46         | 1951 | 42       | 6221  |
| 1564    | 36         | 2095 | 25       | 1905  |
| 1565    | 43         | 2133 | 32       | 9191  |
| 1566    | 48         | 1822 | 7        | 2166  |
| 1567    | 42         | 1881 | 44       | 6934  |
| 1568    | 65         | 1941 | 2        | 2265  |
| 1569    | 1          | 2040 | 71       | 6661  |
| 1570    | 65         | 2013 | 89       | 228   |
| 1571    | 75         | 2034 | 72       | 1309  |
| 1572    | 11         | 1866 | 70       | 2262  |
| 1573    | 20         | 1832 | 17       | 8678  |
| 1574    | 71         | 1941 | 62       | 2861  |
| 1575    | 60         | 2161 | 27       | 4476  |
| 1576    | 33         | 2039 | 59       | 7537  |
| 1577    | 19         | 2108 | 42       | 4981  |
| 1578    | 65         | 1948 | 15       | 3713  |
| 1579    | 29         | 2106 | 77       | 6270  |
| 1580    | 48         | 1854 | 85       | 2263  |
| 1581    | 26         | 1833 | 62       | 8110  |
| 1582    | 31         | 1940 | 38       | 4241  |
| 1583    | 28         | 1928 | 20       | 4369  |
| 1584    | 18         | 2102 | 93       | 8614  |
| 1585    | 37         | 1921 | 30       | 1601  |
| 1586    | 43         | 1861 | 54       | 2695  |
| 1587    | 33         | 1829 | 66       | 6369  |
| 1588    | 8          | 1846 | 93       | 9135  |
| 1589    | 65         | 1846 | 19       | 7063  |
| 1590    | 10         | 2139 | 51       | 1245  |
| 1591    | 15         | 1867 | 83       | 8903  |
| 1592    | 40         | 2026 | 40       | 6600  |
| 1593    | 32         | 2110 | 18       | 1328  |
| 1594    | 47         | 2099 | 55       | 9115  |
| 1595    | 61         | 2031 | 4        | 4309  |
| 1596    | 19         | 1947 | 73       | 3194  |
| 1597    | 8          | 2140 | 35       | 9339  |
| 1598    | 62         | 2026 | 39       | 7017  |
| 1599    | 64         | 2172 | 46       | 1836  |
| 1600    | 70         | 1915 | 79       | 3490  |
| 1601    | 15         | 2122 | 95       | 5552  |
| 1602    | 26         | 2121 | 56       | 6337  |
| 1603    | 5          | 2181 | 11       | 4219  |
| 1604    | 36         | 1950 | 64       | 4810  |
| 1605    | 70         | 1969 | 64       | 9881  |
| 1606    | 8          | 2040 | 42       | 4048  |
| 1607    | 37         | 2130 | 85       | 3803  |
| 1608    | 24         | 2158 | 36       | 9778  |
| 1609    | 5          | 2083 | 14       | 6673  |
| 1610    | 70         | 2024 | 86       | 3138  |
| 1611    | 61         | 2184 | 72       | 1408  |
| 1612    | 52         | 2192 | 41       | 1827  |
| 1613    | 27         | 2004 | 79       | 1120  |
| 1614    | 57         | 2050 | 97       | 2148  |
| 1615    | 30         | 2139 | 1        | 742   |
| 1616    | 8          | 1899 | 80       | 2586  |
| 1617    | 26         | 2001 | 17       | 3012  |
| 1618    | 72         | 2117 | 54       | 7414  |
| 1619    | 4          | 2002 | 16       | 6230  |
| 1620    | 14         | 2129 | 99       | 5791  |
| 1621    | 40         | 1951 | 98       | 8671  |
| 1622    | 66         | 2092 | 21       | 5026  |
| 1623    | 20         | 2168 | 51       | 6169  |
| 1624    | 70         | 2139 | 68       | 4747  |
| 1625    | 2          | 2126 | 83       | 2454  |
| 1626    | 67         | 1920 | 24       | 4292  |
| 1627    | 37         | 2050 | 40       | 7878  |
| 1628    | 58         | 1894 | 62       | 5323  |
| 1629    | 14         | 1857 | 12       | 982   |
| 1630    | 23         | 1800 | 5        | 5104  |
| 1631    | 34         | 1966 | 67       | 9171  |
| 1632    | 9          | 2155 | 75       | 6556  |
| 1633    | 42         | 1998 | 42       | 5147  |
| 1634    | 37         | 1894 | 37       | 3484  |
| 1635    | 4          | 2036 | 72       | 2719  |
| 1636    | 73         | 1810 | 84       | 3628  |
| 1637    | 45         | 2124 | 61       | 8919  |
| 1638    | 20         | 1843 | 63       | 9078  |
| 1639    | 52         | 2138 | 28       | 5306  |
| 1640    | 28         | 1856 | 23       | 1095  |
| 1641    | 4          | 1904 | 35       | 3935  |
| 1642    | 65         | 1954 | 76       | 6387  |
| 1643    | 18         | 1908 | 64       | 620   |
| 1644    | 69         | 1999 | 26       | 6489  |
| 1645    | 14         | 2135 | 12       | 6813  |
| 1646    | 53         | 1880 | 62       | 1964  |
| 1647    | 60         | 2048 | 19       | 2471  |
| 1648    | 1          | 2092 | 27       | 6009  |
| 1649    | 68         | 1985 | 21       | 5623  |
| 1650    | 76         | 2136 | 25       | 7911  |
| 1651    | 57         | 1962 | 38       | 3803  |
| 1652    | 77         | 2200 | 95       | 3443  |
| 1653    | 24         | 1823 | 31       | 3764  |
| 1654    | 5          | 2184 | 77       | 122   |
| 1655    | 61         | 1982 | 12       | 3899  |
| 1656    | 17         | 2031 | 60       | 5669  |
| 1657    | 76         | 2071 | 61       | 8282  |
| 1658    | 59         | 2125 | 28       | 7376  |
| 1659    | 2          | 1846 | 36       | 8342  |
| 1660    | 19         | 1947 | 71       | 2307  |
| 1661    | 33         | 1891 | 35       | 9183  |
| 1662    | 62         | 2054 | 76       | 502   |
| 1663    | 37         | 1975 | 2        | 1162  |
| 1664    | 24         | 2184 | 31       | 1082  |
| 1665    | 15         | 2181 | 26       | 864   |
| 1666    | 17         | 2181 | 47       | 1439  |
| 1667    | 55         | 1941 | 67       | 8967  |
| 1668    | 19         | 2043 | 32       | 116   |
| 1669    | 53         | 1910 | 27       | 3510  |
| 1670    | 1          | 1802 | 67       | 1888  |
| 1671    | 51         | 1999 | 1        | 7536  |
| 1672    | 71         | 2176 | 30       | 6914  |
| 1673    | 53         | 1800 | 25       | 1165  |
| 1674    | 25         | 1830 | 88       | 3790  |
| 1675    | 35         | 2089 | 83       | 9790  |
| 1676    | 64         | 1916 | 91       | 3618  |
| 1677    | 41         | 2097 | 63       | 5422  |
| 1678    | 67         | 2046 | 36       | 5340  |
| 1679    | 69         | 1891 | 52       | 4756  |
| 1680    | 60         | 1826 | 71       | 1386  |
| 1681    | 44         | 1956 | 11       | 4426  |
| 1682    | 61         | 2082 | 25       | 4791  |
| 1683    | 73         | 1922 | 81       | 1526  |
| 1684    | 72         | 2088 | 65       | 3025  |
| 1685    | 61         | 2099 | 31       | 7334  |
| 1686    | 36         | 1966 | 31       | 8828  |
| 1687    | 63         | 1843 | 14       | 5690  |
| 1688    | 58         | 1900 | 94       | 318   |
| 1689    | 52         | 2168 | 23       | 1921  |
| 1690    | 31         | 1976 | 19       | 7134  |
| 1691    | 68         | 2008 | 39       | 8226  |
| 1692    | 53         | 2066 | 49       | 5799  |
| 1693    | 20         | 2013 | 33       | 5277  |
| 1694    | 15         | 1923 | 74       | 6709  |
| 1695    | 29         | 1945 | 76       | 4585  |
| 1696    | 20         | 1842 | 74       | 1456  |
| 1697    | 55         | 1868 | 79       | 4535  |
| 1698    | 7          | 2190 | 52       | 1908  |
| 1699    | 29         | 1878 | 37       | 9412  |
| 1700    | 48         | 1814 | 1        | 5237  |
| 1701    | 24         | 2064 | 27       | 8766  |
| 1702    | 33         | 1971 | 24       | 6661  |
| 1703    | 44         | 2196 | 12       | 6691  |
| 1704    | 46         | 1853 | 16       | 2130  |
| 1705    | 60         | 1802 | 34       | 9574  |
| 1706    | 34         | 1928 | 55       | 2040  |
| 1707    | 18         | 2031 | 6        | 5358  |
| 1708    | 4          | 1917 | 53       | 7783  |
| 1709    | 47         | 2147 | 25       | 1535  |
| 1710    | 69         | 2025 | 70       | 1342  |
| 1711    | 68         | 1849 | 91       | 7202  |
| 1712    | 31         | 1938 | 90       | 2397  |
| 1713    | 14         | 1948 | 76       | 2767  |
| 1714    | 68         | 1913 | 72       | 5903  |
| 1715    | 69         | 2188 | 31       | 7219  |
| 1716    | 68         | 1848 | 99       | 5287  |
| 1717    | 32         | 2129 | 46       | 3693  |
| 1718    | 73         | 2165 | 85       | 8903  |
| 1719    | 25         | 1808 | 59       | 2234  |
